STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
VON,D,41,M FLOW,19910331 0000,19910331 0000,26156,,CFS
VON,D,41,M FLOW,19910401 0000,19910401 0000,22722,,CFS
VON,D,41,M FLOW,19910402 0000,19910402 0000,19729,,CFS
VON,D,41,M FLOW,19910403 0000,19910403 0000,16930,,CFS
VON,D,41,M FLOW,19910404 0000,19910404 0000,15469,,CFS
VON,D,41,M FLOW,19910405 0000,19910405 0000,14322,,CFS
VON,D,41,M FLOW,19910406 0000,19910406 0000,13183,,CFS
VON,D,41,M FLOW,19910407 0000,19910407 0000,12382,,CFS
VON,D,41,M FLOW,19910408 0000,19910408 0000,13230,,CFS
VON,D,41,M FLOW,19910409 0000,19910409 0000,13344,,CFS
VON,D,41,M FLOW,19910410 0000,19910410 0000,12089,,CFS
VON,D,41,M FLOW,19910411 0000,19910411 0000,10767,,CFS
VON,D,41,M FLOW,19910412 0000,19910412 0000,10503,,CFS
VON,D,41,M FLOW,19910413 0000,19910413 0000,10287,,CFS
VON,D,41,M FLOW,19910414 0000,19910414 0000,9523,,CFS
VON,D,41,M FLOW,19910415 0000,19910415 0000,9109,,CFS
VON,D,41,M FLOW,19910416 0000,19910416 0000,8961,,CFS
VON,D,41,M FLOW,19910417 0000,19910417 0000,8783,,CFS
VON,D,41,M FLOW,19910418 0000,19910418 0000,8737,,CFS
VON,D,41,M FLOW,19910419 0000,19910419 0000,7762,,CFS
VON,D,41,M FLOW,19910420 0000,19910420 0000,7424,,CFS
VON,D,41,M FLOW,19910421 0000,19910421 0000,7470,,CFS
VON,D,41,M FLOW,19910422 0000,19910422 0000,7416,,CFS
VON,D,41,M FLOW,19910423 0000,19910423 0000,7669,,CFS
VON,D,41,M FLOW,19910424 0000,19910424 0000,7509,,CFS
VON,D,41,M FLOW,19910425 0000,19910425 0000,7234,,CFS
VON,D,41,M FLOW,19910426 0000,19910426 0000,6874,,CFS
VON,D,41,M FLOW,19910427 0000,19910427 0000,6866,,CFS
VON,D,41,M FLOW,19910428 0000,19910428 0000,6716,,CFS
VON,D,41,M FLOW,19910429 0000,19910429 0000,6345,,CFS
VON,D,41,M FLOW,19910430 0000,19910430 0000,6066,,CFS
VON,D,41,M FLOW,19910501 0000,19910501 0000,5803,,CFS
VON,D,41,M FLOW,19910502 0000,19910502 0000,5731,,CFS
VON,D,41,M FLOW,19910503 0000,19910503 0000,6225,,CFS
VON,D,41,M FLOW,19910504 0000,19910504 0000,6822,,CFS
VON,D,41,M FLOW,19910505 0000,19910505 0000,7177,,CFS
VON,D,41,M FLOW,19910506 0000,19910506 0000,6937,,CFS
VON,D,41,M FLOW,19910507 0000,19910507 0000,7150,,CFS
VON,D,41,M FLOW,19910508 0000,19910508 0000,7201,,CFS
VON,D,41,M FLOW,19910509 0000,19910509 0000,7193,,CFS
VON,D,41,M FLOW,19910510 0000,19910510 0000,7204,,CFS
VON,D,41,M FLOW,19910511 0000,19910511 0000,6900,,CFS
VON,D,41,M FLOW,19910512 0000,19910512 0000,6612,,CFS
VON,D,41,M FLOW,19910513 0000,19910513 0000,6377,,CFS
VON,D,41,M FLOW,19910514 0000,19910514 0000,6797,,CFS
VON,D,41,M FLOW,19910515 0000,19910515 0000,7696,,CFS
VON,D,41,M FLOW,19910516 0000,19910516 0000,8636,,CFS
VON,D,41,M FLOW,19910517 0000,19910517 0000,8817,,CFS
VON,D,41,M FLOW,19910518 0000,19910518 0000,8862,,CFS
VON,D,41,M FLOW,19910519 0000,19910519 0000,8816,,CFS
VON,D,41,M FLOW,19910520 0000,19910520 0000,8790,,CFS
VON,D,41,M FLOW,19910521 0000,19910521 0000,8799,,CFS
VON,D,41,M FLOW,19910522 0000,19910522 0000,8170,,CFS
VON,D,41,M FLOW,19910523 0000,19910523 0000,7326,,CFS
VON,D,41,M FLOW,19910524 0000,19910524 0000,7512,,CFS
VON,D,41,M FLOW,19910525 0000,19910525 0000,7382,,CFS
VON,D,41,M FLOW,19910526 0000,19910526 0000,7773,,CFS
VON,D,41,M FLOW,19910527 0000,19910527 0000,8248,,CFS
VON,D,41,M FLOW,19910528 0000,19910528 0000,8663,,CFS
VON,D,41,M FLOW,19910529 0000,19910529 0000,8668,,CFS
VON,D,41,M FLOW,19910530 0000,19910530 0000,8291,,CFS
VON,D,41,M FLOW,19910531 0000,19910531 0000,8301,,CFS
VON,D,41,M FLOW,19910601 0000,19910601 0000,9479,,CFS
VON,D,41,M FLOW,19910602 0000,19910602 0000,9516,,CFS
VON,D,41,M FLOW,19910603 0000,19910603 0000,8941,,CFS
VON,D,41,M FLOW,19910604 0000,19910604 0000,8355,,CFS
VON,D,41,M FLOW,19910605 0000,19910605 0000,8696,,CFS
VON,D,41,M FLOW,19910606 0000,19910606 0000,7936,,CFS
VON,D,41,M FLOW,19910607 0000,19910607 0000,7525,,CFS
VON,D,41,M FLOW,19910608 0000,19910608 0000,7315,,CFS
VON,D,41,M FLOW,19910609 0000,19910609 0000,7391,,CFS
VON,D,41,M FLOW,19910610 0000,19910610 0000,7628,,CFS
VON,D,41,M FLOW,19910611 0000,19910611 0000,7861,,CFS
VON,D,41,M FLOW,19910612 0000,19910612 0000,8056,,CFS
VON,D,41,M FLOW,19910613 0000,19910613 0000,8218,,CFS
VON,D,41,M FLOW,19910614 0000,19910614 0000,8107,,CFS
VON,D,41,M FLOW,19910615 0000,19910615 0000,7886,,CFS
VON,D,41,M FLOW,19910616 0000,19910616 0000,7759,,CFS
VON,D,41,M FLOW,19910617 0000,19910617 0000,7720,,CFS
VON,D,41,M FLOW,19910618 0000,19910618 0000,7671,,CFS
VON,D,41,M FLOW,19910619 0000,19910619 0000,7611,,CFS
VON,D,41,M FLOW,19910620 0000,19910620 0000,7206,,CFS
VON,D,41,M FLOW,19910621 0000,19910621 0000,7183,,CFS
VON,D,41,M FLOW,19910622 0000,19910622 0000,7169,,CFS
VON,D,41,M FLOW,19910623 0000,19910623 0000,7148,,CFS
VON,D,41,M FLOW,19910624 0000,19910624 0000,6731,,CFS
VON,D,41,M FLOW,19910625 0000,19910625 0000,7843,,CFS
VON,D,41,M FLOW,19910626 0000,19910626 0000,7856,,CFS
VON,D,41,M FLOW,19910627 0000,19910627 0000,7926,,CFS
VON,D,41,M FLOW,19910628 0000,19910628 0000,7959,,CFS
VON,D,41,M FLOW,19910629 0000,19910629 0000,8594,,CFS
VON,D,41,M FLOW,19910630 0000,19910630 0000,9184,,CFS
VON,D,41,M FLOW,19910701 0000,19910701 0000,9364,,CFS
VON,D,41,M FLOW,19910702 0000,19910702 0000,---,,CFS
VON,D,41,M FLOW,19910703 0000,19910703 0000,9454,,CFS
VON,D,41,M FLOW,19910704 0000,19910704 0000,8865,,CFS
VON,D,41,M FLOW,19910705 0000,19910705 0000,8534,,CFS
VON,D,41,M FLOW,19910706 0000,19910706 0000,8103,,CFS
VON,D,41,M FLOW,19910707 0000,19910707 0000,7450,,CFS
VON,D,41,M FLOW,19910708 0000,19910708 0000,7393,,CFS
VON,D,41,M FLOW,19910709 0000,19910709 0000,7541,,CFS
VON,D,41,M FLOW,19910710 0000,19910710 0000,7494,,CFS
VON,D,41,M FLOW,19910711 0000,19910711 0000,7927,,CFS
VON,D,41,M FLOW,19910712 0000,19910712 0000,8159,,CFS
VON,D,41,M FLOW,19910713 0000,19910713 0000,7902,,CFS
VON,D,41,M FLOW,19910714 0000,19910714 0000,7461,,CFS
VON,D,41,M FLOW,19910715 0000,19910715 0000,7279,,CFS
VON,D,41,M FLOW,19910716 0000,19910716 0000,7136,,CFS
VON,D,41,M FLOW,19910717 0000,19910717 0000,7112,,CFS
VON,D,41,M FLOW,19910718 0000,19910718 0000,7323,,CFS
VON,D,41,M FLOW,19910719 0000,19910719 0000,7284,,CFS
VON,D,41,M FLOW,19910720 0000,19910720 0000,7196,,CFS
VON,D,41,M FLOW,19910721 0000,19910721 0000,7077,,CFS
VON,D,41,M FLOW,19910722 0000,19910722 0000,7119,,CFS
VON,D,41,M FLOW,19910723 0000,19910723 0000,7393,,CFS
VON,D,41,M FLOW,19910724 0000,19910724 0000,7507,,CFS
VON,D,41,M FLOW,19910725 0000,19910725 0000,7372,,CFS
VON,D,41,M FLOW,19910726 0000,19910726 0000,7236,,CFS
VON,D,41,M FLOW,19910727 0000,19910727 0000,7280,,CFS
VON,D,41,M FLOW,19910728 0000,19910728 0000,7294,,CFS
VON,D,41,M FLOW,19910729 0000,19910729 0000,7337,,CFS
VON,D,41,M FLOW,19910730 0000,19910730 0000,7217,,CFS
VON,D,41,M FLOW,19910731 0000,19910731 0000,7206,,CFS
VON,D,41,M FLOW,19910801 0000,19910801 0000,7216,,CFS
VON,D,41,M FLOW,19910802 0000,19910802 0000,7304,,CFS
VON,D,41,M FLOW,19910803 0000,19910803 0000,7492,,CFS
VON,D,41,M FLOW,19910804 0000,19910804 0000,7464,,CFS
VON,D,41,M FLOW,19910805 0000,19910805 0000,7488,,CFS
VON,D,41,M FLOW,19910806 0000,19910806 0000,7634,,CFS
VON,D,41,M FLOW,19910807 0000,19910807 0000,7726,,CFS
VON,D,41,M FLOW,19910808 0000,19910808 0000,7731,,CFS
VON,D,41,M FLOW,19910809 0000,19910809 0000,7684,,CFS
VON,D,41,M FLOW,19910810 0000,19910810 0000,7855,,CFS
VON,D,41,M FLOW,19910811 0000,19910811 0000,8169,,CFS
VON,D,41,M FLOW,19910812 0000,19910812 0000,8165,,CFS
VON,D,41,M FLOW,19910813 0000,19910813 0000,7913,,CFS
VON,D,41,M FLOW,19910814 0000,19910814 0000,7922,,CFS
VON,D,41,M FLOW,19910815 0000,19910815 0000,8138,,CFS
VON,D,41,M FLOW,19910816 0000,19910816 0000,7886,,CFS
VON,D,41,M FLOW,19910817 0000,19910817 0000,7987,,CFS
VON,D,41,M FLOW,19910818 0000,19910818 0000,7932,,CFS
VON,D,41,M FLOW,19910819 0000,19910819 0000,7960,,CFS
VON,D,41,M FLOW,19910820 0000,19910820 0000,7148,,CFS
VON,D,41,M FLOW,19910821 0000,19910821 0000,8013,,CFS
VON,D,41,M FLOW,19910822 0000,19910822 0000,8113,,CFS
VON,D,41,M FLOW,19910823 0000,19910823 0000,8161,,CFS
VON,D,41,M FLOW,19910824 0000,19910824 0000,8182,,CFS
VON,D,41,M FLOW,19910825 0000,19910825 0000,8235,,CFS
VON,D,41,M FLOW,19910826 0000,19910826 0000,8134,,CFS
VON,D,41,M FLOW,19910827 0000,19910827 0000,8038,,CFS
VON,D,41,M FLOW,19910828 0000,19910828 0000,8444,,CFS
VON,D,41,M FLOW,19910829 0000,19910829 0000,8591,,CFS
VON,D,41,M FLOW,19910830 0000,19910830 0000,8357,,CFS
VON,D,41,M FLOW,19910831 0000,19910831 0000,8700,,CFS
VON,D,41,M FLOW,19910901 0000,19910901 0000,8544,,CFS
VON,D,41,M FLOW,19910902 0000,19910902 0000,8114,,CFS
VON,D,41,M FLOW,19910903 0000,19910903 0000,8291,,CFS
VON,D,41,M FLOW,19910904 0000,19910904 0000,8760,,CFS
VON,D,41,M FLOW,19910905 0000,19910905 0000,9132,,CFS
VON,D,41,M FLOW,19910906 0000,19910906 0000,9113,,CFS
VON,D,41,M FLOW,19910907 0000,19910907 0000,9034,,CFS
VON,D,41,M FLOW,19910908 0000,19910908 0000,8891,,CFS
VON,D,41,M FLOW,19910909 0000,19910909 0000,9009,,CFS
VON,D,41,M FLOW,19910910 0000,19910910 0000,9255,,CFS
VON,D,41,M FLOW,19910911 0000,19910911 0000,9431,,CFS
VON,D,41,M FLOW,19910912 0000,19910912 0000,9598,,CFS
VON,D,41,M FLOW,19910913 0000,19910913 0000,9841,,CFS
VON,D,41,M FLOW,19910914 0000,19910914 0000,9847,,CFS
VON,D,41,M FLOW,19910915 0000,19910915 0000,9845,,CFS
VON,D,41,M FLOW,19910916 0000,19910916 0000,---,,CFS
VON,D,41,M FLOW,19910917 0000,19910917 0000,9579,,CFS
VON,D,41,M FLOW,19910918 0000,19910918 0000,9618,,CFS
VON,D,41,M FLOW,19910919 0000,19910919 0000,9428,,CFS
VON,D,41,M FLOW,19910920 0000,19910920 0000,9204,,CFS
VON,D,41,M FLOW,19910921 0000,19910921 0000,8850,,CFS
VON,D,41,M FLOW,19910922 0000,19910922 0000,9265,,CFS
VON,D,41,M FLOW,19910923 0000,19910923 0000,10037,,CFS
VON,D,41,M FLOW,19910924 0000,19910924 0000,10525,,CFS
VON,D,41,M FLOW,19910925 0000,19910925 0000,10065,,CFS
VON,D,41,M FLOW,19910926 0000,19910926 0000,9821,,CFS
VON,D,41,M FLOW,19910927 0000,19910927 0000,9818,,CFS
VON,D,41,M FLOW,19910928 0000,19910928 0000,9620,,CFS
VON,D,41,M FLOW,19910929 0000,19910929 0000,9552,,CFS
VON,D,41,M FLOW,19910930 0000,19910930 0000,9774,,CFS
VON,D,41,M FLOW,19911001 0000,19911001 0000,9963,,CFS
VON,D,41,M FLOW,19911002 0000,19911002 0000,9858,,CFS
VON,D,41,M FLOW,19911003 0000,19911003 0000,9776,,CFS
VON,D,41,M FLOW,19911004 0000,19911004 0000,---,,CFS
VON,D,41,M FLOW,19911005 0000,19911005 0000,---,,CFS
VON,D,41,M FLOW,19911006 0000,19911006 0000,---,,CFS
VON,D,41,M FLOW,19911007 0000,19911007 0000,---,,CFS
VON,D,41,M FLOW,19911008 0000,19911008 0000,9589,,CFS
VON,D,41,M FLOW,19911009 0000,19911009 0000,9452,,CFS
VON,D,41,M FLOW,19911010 0000,19911010 0000,9049,,CFS
VON,D,41,M FLOW,19911011 0000,19911011 0000,8676,,CFS
